"No.","average","variance","class"
0,93,1233.891304347826,label
1,135,3913.25,label
2,123,3805.1,label
3,130,3680.6666666666665,label
4,130,3960.7272727272725,label
5,133,39744.72580645161,label
6,126,3638.0,label
7,121,4013.2,label
8,114,3821.9166666666665,label
9,121,3415.0,label
10,110,3256.5,label
11,92,1189.5510204081634,label
12,124,4338.0,label
13,124,4338.0,label
14,126,3754.6666666666665,label
15,136,3601.6,label
16,93,1160.25,label
17,126,4130.444444444444,label
18,139,3593.8,label
19,126,3424.7,label
20,129,17945.428571428572,label
21,100,5698.16,label
22,156,53733.98936170213,label
23,126,3424.7,label
24,121,3436.375,label
25,126,3458.2,label
26,135,3913.25,label
27,160,2514.0,label
28,111,3135.8571428571427,label
29,126,3458.2,label
30,90,777.6,label
31,120,3063.8333333333335,label
32,122,3621.625,label
33,146,3628.0,label
34,119,3235.9166666666665,label
35,130,3639.0,label
36,137,3763.5,label
37,93,1184.7446808510638,label
38,132,3490.818181818182,label
39,146,3471.5714285714284,label
40,115,3569.0,label
41,145,12529.692307692309,label
42,198,90534.64,label
43,92,1012.0454545454545,label
44,137,3465.0,label
45,130,3680.6666666666665,label
46,135,3913.25,label
47,120,3258.0,label
48,115,3569.0,label
49,139,3581.5,label
50,135,3913.25,label
51,152,4335.0,label
52,95,1353.7291666666667,label
53,126,3458.2,label
54,135,3913.25,label
55,126,3458.2,label
56,135,3913.25,label
57,126,3458.2,label
58,130,4758.0,label
59,111,3135.8571428571427,label
60,146,3628.0,label
61,87,506.6829268292683,label
62,117,3152.4444444444443,label
63,112,3866.5,label
64,120,3063.8333333333335,label
65,131,2959.2,label
66,126,3458.2,label
67,193,84570.77777777778,label
68,93,1160.25,label
69,126,3458.2,label
70,121,4013.2,label
71,114,4496.5,label
72,126,3458.2,label
73,129,4537.0,label
74,116,4522.2,label
75,116,4522.2,label
76,89,772.4047619047619,label
77,109,3374.285714285714,label
78,116,4522.2,label
79,127,3725.25,label
80,123,3916.7,label
81,141,3785.5555555555557,label
82,94,1228.6136363636363,label
83,130,3680.6666666666665,label
84,117,3409.6666666666665,label
85,126,3638.0,label
86,109,3374.285714285714,label
87,222,109822.6,label
88,127,3389.8,label
89,93,1184.7446808510638,label
90,122,3252.909090909091,label
91,113,3861.3333333333335,label
92,134,3358.5454545454545,label
93,126,3424.7,label
94,94,1228.6136363636363,label
95,123,3583.25,label
96,137,3465.0,label
97,135,3913.25,label
98,135,3913.25,label
99,115,3569.0,label
100,126,3458.2,label
101,120,3063.8333333333335,label
102,126,3458.2,label
103,90,758.6341463414634,label
104,121,3017.0,label
105,126,4014.285714285714,label
106,130,3240.5714285714284,label
107,122,2988.5833333333335,label
108,129,3092.1,label
109,193,84570.77777777778,label
110,95,1401.1224489795918,label
111,141,3785.5555555555557,label
112,123,3805.1,label
113,130,3680.6666666666665,label
114,133,3569.3636363636365,label
115,95,1382.0,label
116,126,3424.7,label
117,135,3913.25,label
118,112,3314.285714285714,label
119,104,4541.166666666667,label
120,112,3866.5,label
121,120,3878.5,label
122,109,3374.285714285714,label
123,90,777.6,label
124,109,3374.285714285714,label
125,115,4064.875,label
126,102,3917.0,label
127,116,4522.2,label
128,135,3913.25,label
129,135,3913.25,label
130,224,119222.11764705883,label
131,126,4014.285714285714,label
132,154,27333.1875,label
133,98,5607.702127659574,label
134,127,3389.8,label
135,115,3569.0,label
136,135,3913.25,label
137,141,16166.6,label
138,142,3905.6666666666665,label
139,121,3436.375,label
140,95,1410.3653846153845,label
141,121,3436.375,label
142,137,34045.6375,label
143,212,100966.22727272728,label
144,134,4018.5,label
145,135,3913.25,label
146,109,2773.375,label
147,126,3458.2,label
148,126,3458.2,label
149,137,11762.17857142857,label
150,107,2219.8,label
151,135,3913.25,label
152,96,1371.8979591836735,label
153,141,3785.5555555555557,label
154,207,93717.375,label
155,117,3539.222222222222,label
156,110,2903.2727272727275,label
157,93,1261.111111111111,label
158,130,3680.6666666666665,label
159,135,3913.25,label
160,116,2704.0,label
161,111,3135.8571428571427,label
162,126,3458.2,label
163,120,3063.8333333333335,label
164,115,2738.285714285714,label
165,138,3659.3333333333335,label
166,135,3913.25,label
167,90,758.6341463414634,label
168,124,3313.75,label
169,109,2773.375,label
170,135,3913.25,label
171,135,3913.25,label
172,135,3913.25,label
173,160,2514.0,label
174,111,3135.8571428571427,label
175,126,3458.2,label
176,127,3964.8571428571427,label
177,90,777.6,label
178,115,4064.875,label
179,112,3866.5,label
180,116,4522.2,label
181,216,105320.47619047618,label
182,98,3527.5,label
183,96,3272.0,label
184,143,2821.5,label
185,119,3294.5555555555557,label
186,129,4537.0,label
187,94,1191.936170212766,label
188,146,3471.5714285714284,label
189,104,3090.125,label
190,137,3763.5,label
191,137,3465.0,label
192,130,3680.6666666666665,label
193,93,1210.304347826087,label
194,130,3680.6666666666665,label
195,132,4425.1,label
196,112,3677.0,label
197,123,3224.3636363636365,label
198,93,1207.8297872340424,label
199,122,3467.6363636363635,label
200,195,81163.32142857143,label
201,134,7013.461538461538,label
202,130,3680.6666666666665,label
203,94,1175.891304347826,label
204,115,3569.0,label
205,148,3822.4,label
206,135,3913.25,label
207,126,3458.2,label
208,146,3628.0,label
209,135,3913.25,label
210,135,3913.25,label
211,109,2773.375,label
212,135,3913.25,label
213,93,1166.8775510204082,label
214,130,3680.6666666666665,label
215,117,3323.4166666666665,label
216,114,4169.272727272727,label
217,114,4169.272727272727,label
218,92,1262.3617021276596,label
219,112,3545.3125,label
220,137,3465.0,label
221,213,96653.39130434782,label
222,124,4338.0,label
223,124,4338.0,label
224,96,1338.061224489796,label
225,125,3767.1428571428573,label
226,127,3389.8,label
227,135,3913.25,label
228,142,4183.333333333333,label
229,135,3913.25,label
230,135,3913.25,label
231,115,3569.0,label
232,138,3659.3333333333335,label
233,95,1275.5686274509803,label
234,130,3680.6666666666665,label
235,126,3458.2,label
236,134,3966.625,label
237,138,34752.17721518988,label
238,122,2964.0,label
239,139,3382.375,label
240,115,3659.0,label
241,207,89514.92,label
242,94,1201.3333333333333,label
243,123,3805.1,label
244,138,3659.3333333333335,label
245,126,3458.2,label
246,120,3063.8333333333335,label
247,146,3628.0,label
248,127,3389.8,label
249,135,3913.25,label
250,126,3458.2,label
251,89,772.4047619047619,label
252,135,3913.25,label
253,139,3593.8,label
254,111,3135.8571428571427,label
255,139,3382.375,label
