@relation traffic_pattern

@attribute timeave real
@attribute timevar real
@attribute dataave real
@attribute datavar real
@attribute class {label}

@data
0.22507033447952485,0.17441367901679256,196.0,25.0,label
0.22507033447952485,0.17441367901679256,197.66666666666666,22.222222222222218,label
0.22507033447952485,0.17441367901679256,196.0,25.0,label
0.22507033447952485,0.17441367901679256,194.33333333333334,22.222222222222218,label
0.22507033447952485,0.17441367901679256,194.33333333333334,22.222222222222218,label
0.22507033447952485,0.17441367901679256,196.0,25.0,label
0.22507033447952485,0.17441367901679256,196.0,25.0,label
0.22507033447952485,0.17441367901679256,194.33333333333334,22.222222222222218,label
0.22507033447952485,0.17441367901679256,194.33333333333334,22.222222222222218,label
0.22507033447952485,0.17441367901679256,196.0,25.0,label
0.22507033447952485,0.17441367901679256,197.66666666666666,22.222222222222218,label
0.22507033447952485,0.17441367901679256,196.0,25.0,label
0.22507033447952485,0.17441367901679256,194.33333333333334,22.222222222222218,label
0.22507033447952485,0.17441367901679256,194.33333333333334,22.222222222222218,label
0.22507033447952485,0.17441367901679256,196.0,25.0,label
0.22507033447952485,0.17441367901679256,196.0,25.0,label
0.22507033447952485,0.17441367901679256,194.33333333333334,22.222222222222218,label
0.22507033447952485,0.17441367901679256,194.33333333333334,22.222222222222218,label
0.22507033447952485,0.17441367901679256,196.0,25.0,label
0.22507033447952485,0.17441367901679256,197.66666666666666,22.222222222222218,label
0.22507033447952485,0.17441367901679256,196.0,25.0,label
0.22507033447952485,0.17441367901679256,194.33333333333334,22.222222222222218,label
0.22507033447952485,0.17441367901679256,194.33333333333334,22.222222222222218,label
0.22507033447952485,0.17441367901679256,196.0,25.0,label
0.22507033447952485,0.17441367901679256,196.0,25.0,label
0.22507033447952485,0.17441367901679256,194.33333333333334,22.222222222222218,label
0.22507033447952485,0.17441367901679256,194.33333333333334,22.222222222222218,label
0.22507033447952485,0.17441367901679256,196.0,25.0,label
0.22507033447952485,0.17441367901679256,197.66666666666666,22.222222222222218,label
0.22507033447952485,0.17441367901679256,196.0,25.0,label
0.22507033447952485,0.17441367901679256,194.33333333333334,22.222222222222218,label
0.22507033447952485,0.17441367901679256,194.33333333333334,22.222222222222218,label
0.22507033447952485,0.17441367901679256,196.0,25.0,label
0.22507033447952485,0.17441367901679256,196.0,25.0,label
0.22507033447952485,0.17441367901679256,194.33333333333334,22.222222222222218,label
0.22507033447952485,0.17441367901679256,194.33333333333334,22.222222222222218,label
0.22507033447952485,0.17441367901679256,194.33333333333334,22.222222222222218,label
0.22507033447952485,0.17441367901679256,196.0,25.0,label
0.22507033447952485,0.17441367901679256,196.0,25.0,label
0.22507033447952485,0.17441367901679256,194.33333333333334,22.222222222222218,label
0.22507033447952485,0.17441367901679256,194.33333333333334,22.222222222222218,label
0.22507033447952485,0.17441367901679256,196.0,25.0,label
0.22507033447952485,0.17441367901679256,197.66666666666666,22.222222222222218,label
0.22507033447952485,0.17441367901679256,196.0,25.0,label
0.22507033447952485,0.17441367901679256,194.33333333333334,22.222222222222218,label
0.22507033447952485,0.17441367901679256,194.33333333333334,22.222222222222218,label
