"No.","average","variance","class"
0,132,4425.1,label
1,124,4338.0,label
2,123,4568.363636363636,label
3,90,1263.6,label
4,112,3866.5,label
5,247,124897.05882352941,label
6,135,3913.25,label
7,126,3458.2,label
8,113,3861.3333333333335,label
9,137,3465.0,label
10,109,3374.285714285714,label
11,135,3913.25,label
12,90,735.6511627906976,label
13,102,3271.5,label
14,120,3063.8333333333335,label
15,118,3348.5,label
16,126,4014.285714285714,label
17,120,3063.8333333333335,label
18,137,3465.0,label
19,116,4522.2,label
20,135,3913.25,label
21,116,4522.2,label
22,93,1210.304347826087,label
23,130,3680.6666666666665,label
24,122,3621.625,label
25,146,3471.5714285714284,label
26,121,3436.375,label
27,130,3639.0,label
28,94,1191.936170212766,label
29,126,13674.4,label
30,168,28141.266666666666,label
31,114,4169.272727272727,label
32,132,14688.5,label
33,95,1401.1224489795918,label
34,130,3680.6666666666665,label
35,133,4223.875,label
36,120,3705.3076923076924,label
37,150,17946.0,label
38,120,24526.165217391303,label
39,116,3861.125,label
40,123,3196.6363636363635,label
41,103,3729.1428571428573,label
42,130,3680.6666666666665,label
43,112,4331.363636363636,label
44,120,3263.8888888888887,label
45,95,1382.0,label
46,116,4522.2,label
47,116,4522.2,label
48,131,10619.59375,label
49,111,3308.285714285714,label
50,221,104614.28571428571,label
51,113,3821.6666666666665,label
52,135,3913.25,label
53,133,3040.8571428571427,label
54,92,1240.0,label
55,124,3652.3,label
56,150,3966.4285714285716,label
57,130,3240.5714285714284,label
58,123,3583.25,label
59,121,4013.2,label
60,95,1326.6122448979593,label
61,135,3913.25,label
62,126,3458.2,label
63,135,3913.25,label
64,138,3659.3333333333335,label
65,126,3458.2,label
66,146,3628.0,label
67,135,3913.25,label
68,130,3210.4,label
69,93,1210.304347826087,label
70,227,104037.28571428571,label
71,120,3976.3076923076924,label
72,117,3152.4444444444443,label
73,135,3913.25,label
74,93,1207.8297872340424,label
75,111,3135.8571428571427,label
76,126,3754.6666666666665,label
77,120,3063.8333333333335,label
78,117,3152.4444444444443,label
79,126,3424.7,label
80,94,1209.3333333333333,label
81,130,3960.7272727272725,label
82,124,4338.0,label
83,129,3840.2727272727275,label
84,118,3730.0,label
85,93,1261.111111111111,label
86,127,3964.8571428571427,label
87,111,3135.8571428571427,label
88,211,101556.22727272728,label
89,126,3458.2,label
90,126,3458.2,label
91,126,3458.2,label
92,115,2738.285714285714,label
93,126,3458.2,label
94,124,2906.0,label
95,94,1201.6666666666667,label
96,127,3964.8571428571427,label
97,141,3785.5555555555557,label
98,123,3805.1,label
99,139,3382.375,label
100,127,3964.8571428571427,label
101,93,1184.6382978723404,label
102,141,3785.5555555555557,label
103,135,3913.25,label
104,123,3805.1,label
105,131,3336.3333333333335,label
106,95,1353.7291666666667,label
107,107,2692.230769230769,label
108,197,84111.62962962964,label
109,133,3606.181818181818,label
110,134,3198.8888888888887,label
111,91,953.5652173913044,label
112,130,3639.0,label
113,130,3680.6666666666665,label
114,142,3905.6666666666665,label
115,130,3639.0,label
116,94,1183.391304347826,label
117,129,3840.2727272727275,label
118,121,4013.2,label
119,137,3763.5,label
120,131,4297.1,label
121,94,1175.891304347826,label
122,130,3680.6666666666665,label
123,188,82188.46428571429,label
124,137,34733.556962025315,label
125,137,3719.0,label
126,138,3480.0,label
127,135,3913.25,label
128,104,3712.0,label
129,96,1533.7555555555555,label
130,113,3351.6,label
131,137,3465.0,label
132,122,3621.625,label
133,146,3628.0,label
134,118,3730.0,label
135,120,3063.8333333333335,label
136,108,5530.445945945946,label
137,121,3000.3333333333335,label
138,117,3069.0,label
139,130,3680.6666666666665,label
140,126,3458.2,label
141,209,101603.90909090909,label
142,106,3514.8571428571427,label
143,92,989.6444444444444,label
144,135,3913.25,label
145,146,3628.0,label
146,116,4522.2,label
147,116,4522.2,label
148,127,3389.8,label
149,114,4169.272727272727,label
150,125,3911.3333333333335,label
151,95,1326.6122448979593,label
152,108,4219.833333333333,label
153,112,3569.153846153846,label
154,128,3938.3333333333335,label
155,119,3324.0,label
156,121,2769.3333333333335,label
157,93,1160.25,label
158,120,3063.8333333333335,label
159,139,3382.375,label
160,115,3569.0,label
161,133,3606.181818181818,label
162,187,79130.6551724138,label
163,94,1175.891304347826,label
164,129,3840.2727272727275,label
165,132,3527.8888888888887,label
166,137,3763.5,label
167,141,3785.5555555555557,label
168,93,1136.7551020408164,label
169,120,3549.7272727272725,label
170,142,3905.6666666666665,label
171,120,3549.7272727272725,label
172,141,3785.5555555555557,label
173,89,737.3409090909091,label
174,139,3382.375,label
175,104,3090.125,label
176,135,3431.4545454545455,label
177,137,3465.0,label
178,202,90406.72,label
179,172,8711.0,label
180,89,772.4047619047619,label
181,126,3458.2,label
182,120,3063.8333333333335,label
183,130,4758.0,label
184,135,3913.25,label
185,116,4522.2,label
186,146,3628.0,label
187,112,3866.5,label
188,135,3913.25,label
189,116,4522.2,label
190,89,772.4047619047619,label
191,126,3458.2,label
192,131,3426.714285714286,label
193,120,3063.8333333333335,label
194,135,3913.25,label
195,133,3040.8571428571427,label
196,124,4338.0,label
197,121,4013.2,label
198,95,1395.2916666666667,label
199,130,3680.6666666666665,label
200,141,3785.5555555555557,label
201,135,3913.25,label
202,197,87393.92307692308,label
203,95,1395.2916666666667,label
204,136,3645.1,label
205,125,3158.181818181818,label
206,116,3481.1666666666665,label
207,126,3458.2,label
208,126,3458.2,label
209,93,1081.4651162790697,label
210,116,3043.8,label
211,146,3628.0,label
212,109,3374.285714285714,label
213,115,3569.0,label
214,120,3063.8333333333335,label
215,131,3426.714285714286,label
216,121,3436.375,label
217,94,1175.891304347826,label
218,122,3835.8,label
