"No.","average","variance","class"
0,115,4023.7272727272725,label
1,126,3458.2,label
2,89,754.4651162790698,label
3,148,3822.4,label
4,109,2773.375,label
5,137,3390.8333333333335,label
6,126,3458.2,label
7,135,3913.25,label
8,135,3913.25,label
9,121,3017.0,label
10,229,114627.1052631579,label
11,94,1151.212765957447,label
12,119,3294.5555555555557,label
13,106,2992.375,label
14,137,3465.0,label
15,110,3347.3571428571427,label
16,133,34760.37333333334,label
17,106,3618.1,label
18,120,3063.8333333333335,label
19,139,3324.25,label
20,115,3569.0,label
21,137,3763.5,label
22,146,3471.5714285714284,label
23,91,975.0666666666667,label
24,135,3913.25,label
25,139,3382.375,label
26,127,3964.8571428571427,label
27,136,3645.1,label
28,132,3527.8888888888887,label
29,93,1136.7551020408164,label
30,185,82863.75,label
31,128,9816.0,label
32,110,3342.285714285714,label
33,118,4010.3846153846152,label
34,92,1214.25,label
35,117,4124.5,label
36,124,4338.0,label
37,126,3638.0,label
38,138,3659.3333333333335,label
39,115,3613.6666666666665,label
40,93,1210.304347826087,label
41,126,3458.2,label
42,148,3822.4,label
43,135,3913.25,label
44,126,3458.2,label
45,146,3628.0,label
46,135,3913.25,label
47,135,3913.25,label
48,126,3458.2,label
49,135,3913.25,label
50,89,772.4047619047619,label
51,209,92822.54166666667,label
52,119,3294.5555555555557,label
53,132,3490.818181818182,label
54,120,3549.7272727272725,label
55,122,2964.0,label
56,95,1367.8367346938776,label
57,131,4297.1,label
58,124,4281.142857142857,label
59,109,4028.4,label
60,142,3905.6666666666665,label
61,93,1210.304347826087,label
62,121,3611.846153846154,label
63,118,3730.0,label
64,121,4013.2,label
65,142,3157.75,label
66,93,1160.25,label
67,221,99859.09090909091,label
68,129,3840.2727272727275,label
69,130,3680.6666666666665,label
70,142,3905.6666666666665,label
71,93,1210.304347826087,label
72,141,3785.5555555555557,label
73,108,4219.833333333333,label
74,124,4699.545454545455,label
75,125,3128.6363636363635,label
76,93,1210.304347826087,label
77,133,4223.875,label
78,110,3354.9,label
79,131,3426.714285714286,label
80,130,3680.6666666666665,label
81,111,3855.4,label
82,124,4281.142857142857,label
83,91,953.8913043478261,label
84,229,114627.1052631579,label
85,112,3866.5,label
86,102,3271.5,label
87,148,3822.4,label
88,135,3913.25,label
89,137,3465.0,label
90,103,3440.5,label
91,116,4522.2,label
92,88,805.9767441860465,label
93,116,4522.2,label
94,139,3324.25,label
95,122,3621.625,label
96,109,4039.4,label
97,118,3730.0,label
98,92,1240.0,label
99,137,3719.0,label
100,115,3430.8,label
101,124,4338.0,label
102,125,3158.181818181818,label
103,94,1201.6666666666667,label
104,197,87361.92307692308,label
105,118,4056.625,label
106,119,3421.0714285714284,label
107,146,3471.5714285714284,label
108,114,2825.2727272727275,label
109,93,1184.7446808510638,label
110,130,3680.6666666666665,label
111,134,34071.68831168831,label
112,113,3503.5555555555557,label
113,117,3069.0,label
114,131,3426.714285714286,label
115,121,3436.375,label
116,137,3719.0,label
117,94,1201.3333333333333,label
118,126,3638.0,label
119,126,3458.2,label
120,131,9779.378378378378,label
121,222,104528.28571428571,label
122,127,3365.0,label
123,146,3628.0,label
124,89,772.4047619047619,label
125,126,3458.2,label
126,115,3569.0,label
127,115,2903.285714285714,label
128,126,3458.2,label
129,135,3913.25,label
130,138,3659.3333333333335,label
131,135,3913.25,label
132,125,3767.1428571428573,label
133,135,3913.25,label
134,93,1210.304347826087,label
135,126,3458.2,label
136,126,3458.2,label
137,135,3913.25,label
138,138,3659.3333333333335,label
139,126,3458.2,label
140,136,3645.1,label
141,94,1175.5652173913043,label
142,115,3569.0,label
143,126,3424.7,label
144,121,3228.3333333333335,label
145,146,3471.5714285714284,label
146,208,93277.25,label
147,123,3805.1,label
148,93,1210.304347826087,label
149,126,3754.6666666666665,label
150,136,3645.1,label
151,130,3680.6666666666665,label
152,130,3680.6666666666665,label
153,94,1201.6666666666667,label
154,126,3453.076923076923,label
155,136,3645.1,label
156,135,3913.25,label
157,130,3680.6666666666665,label
158,95,1424.9787234042553,label
159,135,3913.25,label
160,123,3450.230769230769,label
161,221,104614.28571428571,label
162,117,3152.4444444444443,label
163,120,3063.8333333333335,label
164,92,1012.0454545454545,label
165,126,3458.2,label
166,111,3135.8571428571427,label
167,122,3577.625,label
168,120,3063.8333333333335,label
169,135,3913.25,label
170,112,3866.5,label
171,135,3913.25,label
