@relation traffic_pattern

@attribute dataave real
@attribute datavar real
@attribute class {label}

@data
107,3809.769230769231,label
90,1819.1923076923076,label
129,33439.361445783135,label
124,4338.0,label
110,3231.5,label
130,9926.243243243243,label
121,3609.3125,label
123,37616.92537313433,label
133,6796.384615384615,label
129,3210.4,label
126,3458.2,label
121,4013.2,label
112,3866.5,label
104,4541.166666666667,label
85,1424.92,label
126,3458.2,label
130,4758.0,label
117,3152.4444444444443,label
126,3458.2,label
135,3913.25,label
109,3374.285714285714,label
135,3913.25,label
112,3866.5,label
87,1480.2391304347825,label
125,3491.75,label
146,3628.0,label
135,3913.25,label
126,3458.2,label
135,3913.25,label
126,3458.2,label
135,3913.25,label
229,114627.1052631579,label
91,1784.72,label
126,3458.2,label
135,3913.25,label
126,3458.2,label
120,3063.8333333333335,label
135,3913.25,label
160,2514.0,label
111,3135.8571428571427,label
126,3458.2,label
86,1415.1224489795918,label
128,3339.5,label
135,3913.25,label
135,3913.25,label
135,3913.25,label
133,4223.875,label
127,3964.8571428571427,label
88,1665.1875,label
121,4013.2,label
135,3913.25,label
135,3913.25,label
112,3866.5,label
131,3426.714285714286,label
195,91531.76,label
84,1026.9574468085107,label
120,3063.8333333333335,label
131,2959.2,label
108,2794.5,label
126,3458.2,label
126,3458.2,label
112,3866.5,label
146,3471.5714285714284,label
120,3063.8333333333335,label
86,1442.9166666666667,label
135,3913.25,label
112,3866.5,label
135,3913.25,label
104,4541.166666666667,label
135,3913.25,label
146,3395.1428571428573,label
115,3569.0,label
113,3833.0,label
86,1442.9166666666667,label
130,3210.4,label
126,3458.2,label
135,3913.25,label
126,3458.2,label
135,3913.25,label
126,3458.2,label
135,3913.25,label
209,101680.90909090909,label
82,983.8409090909091,label
141,2960.5555555555557,label
126,3458.2,label
111,3135.8571428571427,label
137,3563.3333333333335,label
146,3471.5714285714284,label
119,3324.0,label
84,1190.9787234042553,label
125,3158.181818181818,label
147,3726.2,label
135,3913.25,label
135,3913.25,label
135,3913.25,label
126,3458.2,label
84,1189.5510204081634,label
121,3436.375,label
146,3471.5714285714284,label
126,3458.2,label
117,3343.8333333333335,label
139,3382.375,label
150,23525.684210526317,label
95,5474.696428571428,label
130,3512.714285714286,label
140,17764.5,label
116,4522.2,label
135,3913.25,label
116,4522.2,label
87,1480.2391304347825,label
110,3010.5,label
146,3628.0,label
135,3913.25,label
176,29255.85714285714,label
131,28133.889908256882,label
123,3569.75,label
141,3785.5555555555557,label
119,3324.0,label
112,3309.4,label
89,1731.3454545454545,label
130,3680.6666666666665,label
135,3913.25,label
142,4156.5,label
214,89781.72,label
126,3458.2,label
86,1407.3,label
147,3726.2,label
135,3913.25,label
126,3458.2,label
125,3158.181818181818,label
139,3382.375,label
86,1444.2708333333333,label
126,3458.2,label
123,3224.3636363636365,label
146,3471.5714285714284,label
108,2794.5,label
134,3198.8888888888887,label
86,1444.2708333333333,label
130,3680.6666666666665,label
215,106070.28571428571,label
135,3913.25,label
141,3020.222222222222,label
119,2632.4285714285716,label
90,1835.5882352941176,label
126,3458.2,label
135,3913.25,label
135,3913.25,label
135,3913.25,label
115,3569.0,label
127,3389.8,label
138,3659.3333333333335,label
130,3240.5714285714284,label
82,983.8409090909091,label
135,3913.25,label
116,3481.1666666666665,label
133,4223.875,label
130,3680.6666666666665,label
117,3069.0,label
86,1413.795918367347,label
130,3680.6666666666665,label
115,3569.0,label
202,86896.03846153847,label
139,2991.714285714286,label
130,3680.6666666666665,label
86,1385.84,label
135,3913.25,label
137,3763.5,label
129,3840.2727272727275,label
124,2906.0,label
91,1844.8,label
120,3549.7272727272725,label
131,3758.153846153846,label
135,3913.25,label
124,4338.0,label
85,1455.0204081632653,label
120,3063.8333333333335,label
197,87571.65384615384,label
128,3206.181818181818,label
132,3527.8888888888887,label
90,1733.611111111111,label
120,3063.8333333333335,label
133,3245.3333333333335,label
135,3913.25,label
160,2514.0,label
104,3090.125,label
126,3458.2,label
135,3913.25,label
121,3017.0,label
86,1471.8936170212767,label
124,4338.0,label
122,3252.909090909091,label
130,3680.6666666666665,label
130,3795.3333333333335,label
115,3569.0,label
91,1844.8,label
120,3063.8333333333335,label
120,3549.7272727272725,label
171,28381.866666666665,label
147,15192.8125,label
115,3569.0,label
85,1435.469387755102,label
136,35416.77380952381,label
133,3245.3333333333335,label
130,3960.7272727272725,label
127,3541.25,label
222,109822.6,label
126,3458.2,label
87,1480.2391304347825,label
120,3063.8333333333335,label
122,3621.625,label
136,3645.1,label
130,3680.6666666666665,label
130,3680.6666666666665,label
