"No.","average","variance","class"
0,114,4099.428571428572,label
1,135,3913.25,label
2,131,4297.1,label
3,91,1240.4285714285713,label
4,126,4130.444444444444,label
5,210,96893.43478260869,label
6,130,3680.6666666666665,label
7,126,3638.0,label
8,127,3145.375,label
9,91,943.8936170212766,label
10,137,3763.5,label
11,130,3240.5714285714284,label
12,122,3621.625,label
13,141,3785.5555555555557,label
14,130,34557.80263157895,label
15,121,3841.923076923077,label
16,141,3785.5555555555557,label
17,127,3215.818181818182,label
18,129,9879.243243243243,label
19,94,1201.5111111111112,label
20,128,3339.5,label
21,135,3913.25,label
22,207,102019.5,label
23,126,3458.2,label
24,131,3426.714285714286,label
25,135,3913.25,label
26,94,1228.6136363636363,label
27,125,3767.1428571428573,label
28,126,3458.2,label
29,121,2969.5,label
30,135,3913.25,label
31,135,3913.25,label
32,126,3458.2,label
33,126,3458.2,label
34,138,3659.3333333333335,label
35,135,3913.25,label
36,90,777.6,label
37,127,3541.25,label
38,130,3680.6666666666665,label
39,130,3960.7272727272725,label
40,122,3252.909090909091,label
41,94,1228.6136363636363,label
42,120,3705.3076923076924,label
43,124,4281.142857142857,label
44,195,87877.0,label
45,137,3465.0,label
46,110,3604.153846153846,label
47,92,1236.1458333333333,label
48,114,3295.4615384615386,label
49,133,4223.875,label
50,121,3820.0,label
51,136,3645.1,label
52,94,1201.6666666666667,label
53,123,3805.1,label
54,148,3822.4,label
55,135,3913.25,label
56,112,3866.5,label
57,146,3628.0,label
58,116,4522.2,label
59,112,3866.5,label
60,126,3458.2,label
61,89,754.4651162790698,label
62,113,3946.0666666666666,label
63,185,77364.03333333334,label
64,128,3335.5833333333335,label
65,122,3252.909090909091,label
66,109,1374.0,label
67,93,2013.264705882353,label
68,121,4013.2,label
69,131,4297.1,label
70,135,3913.25,label
71,94,1151.212765957447,label
72,125,3491.75,label
73,135,3913.25,label
74,126,3458.2,label
75,129,4537.0,label
76,135,3913.25,label
77,135,3913.25,label
78,112,3866.5,label
79,116,4522.2,label
80,135,3913.25,label
81,90,758.6341463414634,label
82,119,3324.0,label
83,115,4241.615384615385,label
84,221,104614.28571428571,label
85,107,4144.888888888889,label
86,135,3913.25,label
87,93,1261.111111111111,label
88,120,3446.0,label
89,138,3659.3333333333335,label
90,125,3767.1428571428573,label
91,135,3913.25,label
92,137,3763.5,label
93,94,1151.212765957447,label
94,126,3458.2,label
95,126,3458.2,label
96,113,3503.5555555555557,label
97,146,3471.5714285714284,label
98,126,3424.7,label
99,93,1144.734693877551,label
100,118,3302.0,label
101,208,93232.79166666667,label
102,142,3905.6666666666665,label
103,136,3601.6,label
104,119,24558.54464285714,label
105,110,3162.714285714286,label
106,115,3569.0,label
107,126,3458.2,label
108,148,3822.4,label
109,112,3866.5,label
110,135,3913.25,label
111,146,3628.0,label
112,135,3913.25,label
113,135,3913.25,label
114,93,1144.734693877551,label
115,112,3866.5,label
116,136,11015.290322580646,label
117,115,2999.5,label
118,122,3973.5,label
119,116,4522.2,label
120,90,1238.8235294117646,label
121,189,79285.10344827586,label
122,141,3785.5555555555557,label
123,121,4013.2,label
124,123,3805.1,label
125,93,1168.3958333333333,label
126,139,3382.375,label
127,135,3913.25,label
128,135,3913.25,label
129,130,3680.6666666666665,label
130,94,1228.6136363636363,label
131,126,3458.2,label
132,131,3758.153846153846,label
133,120,3549.7272727272725,label
134,126,3458.2,label
135,94,1183.391304347826,label
136,122,3252.909090909091,label
137,182,70790.60606060606,label
138,114,4169.272727272727,label
139,133,4223.875,label
140,95,1424.9787234042553,label
141,115,3569.0,label
142,137,3465.0,label
143,116,4522.2,label
144,126,3458.2,label
145,135,3913.25,label
146,135,3913.25,label
147,116,4522.2,label
148,138,3659.3333333333335,label
149,135,3913.25,label
150,96,1358.7916666666667,label
151,130,3680.6666666666665,label
152,112,3866.5,label
153,139,3382.375,label
154,113,3351.6,label
155,92,1236.1458333333333,label
156,105,3757.3,label
157,145,3080.5,label
158,126,3458.2,label
159,194,95471.5,label
160,121,3436.375,label
161,122,3621.625,label
162,126,3458.2,label
163,135,3913.25,label
164,146,3628.0,label
165,93,1168.3958333333333,label
166,135,3913.25,label
167,137,3763.5,label
168,130,3680.6666666666665,label
169,136,3645.1,label
170,93,1160.25,label
171,130,3680.6666666666665,label
